timestamp,camera_id,location,latitude,longitude,cars,motorcycles,buses,trucks,total_vehicles,avg_speed_kmh,incident_flag,incident_count,confidence,congestion_index,active_tracks,flow_rate_veh_hr
2026-03-26T00:00:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,7,11,2,0,20,42.6,True,1,0.948,0.1637,20,1213.4
2026-03-26T00:01:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,6,10,2,1,19,41.7,False,0,0.927,0.1651,19,1181.3
2026-03-26T00:02:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,8,11,2,1,22,46.9,False,0,0.857,0.19,22,1324.1
2026-03-26T00:03:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,7,11,3,1,22,41.9,False,0,0.861,0.1657,22,1301.6
2026-03-26T00:04:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,8,11,3,0,22,43.2,False,0,0.846,0.2282,22,1352.4
2026-03-26T00:05:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,7,11,2,0,20,44.0,False,0,0.844,0.1895,20,1268.0
2026-03-26T00:06:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,9,11,3,1,24,35.5,False,0,0.78,0.2011,24,1558.2
2026-03-26T00:07:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,8,10,2,1,21,37.6,False,0,0.853,0.1775,21,1265.1
2026-03-26T00:08:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,6,12,3,1,22,41.0,False,0,0.804,0.1547,22,1299.9
2026-03-26T00:09:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,9,13,1,0,23,44.6,False,0,0.851,0.2141,23,1326.1
2026-03-26T00:10:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,10,13,2,0,25,38.5,True,2,0.901,0.2123,25,1519.0
2026-03-26T00:11:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,10,10,3,1,24,41.7,False,0,0.941,0.2151,24,1458.8
2026-03-26T00:12:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,7,11,2,0,20,46.6,True,1,0.941,0.1494,20,1212.3
2026-03-26T00:13:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,10,10,3,1,24,43.7,False,0,0.895,0.2032,24,1480.4
2026-03-26T00:14:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,7,11,3,1,22,36.7,False,0,0.885,0.1921,22,1326.3
2026-03-26T00:15:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,7,13,2,0,22,42.4,False,0,0.817,0.1375,22,1390.8
2026-03-26T00:16:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,9,11,2,1,23,41.5,False,0,0.838,0.2129,23,1380.4
2026-03-26T00:17:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,7,11,3,0,21,44.7,False,0,0.893,0.2108,21,1265.3
2026-03-26T00:18:00+00:00,cam_010,Joka Tram Depot,22.4946,88.3195,7,12,3,0,22,36.8,False,0,0.806,0.1705,22,1392.9
