timestamp,camera_id,location,latitude,longitude,cars,motorcycles,buses,trucks,total_vehicles,avg_speed_kmh,incident_flag,incident_count,confidence,congestion_index,active_tracks,flow_rate_veh_hr
2026-03-26T00:00:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,19,5,4,5,33,39.6,False,0,0.879,0.2852,33,1972.7
2026-03-26T00:01:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,25,7,3,5,40,37.1,False,0,0.867,0.3377,40,2287.6
2026-03-26T00:02:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,24,6,4,4,38,40.7,False,0,0.944,0.2704,38,2170.2
2026-03-26T00:03:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,28,6,3,5,42,36.2,False,0,0.914,0.3388,42,2457.2
2026-03-26T00:04:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,20,7,3,4,34,46.5,False,0,0.809,0.2581,34,2087.6
2026-03-26T00:05:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,24,6,3,4,37,41.9,False,0,0.792,0.3426,37,2201.5
2026-03-26T00:06:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,27,4,5,5,41,43.8,False,0,0.849,0.2893,41,2408.6
2026-03-26T00:07:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,22,5,4,5,36,41.0,False,0,0.826,0.2839,36,2173.1
2026-03-26T00:08:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,31,5,5,5,46,37.6,False,0,0.924,0.4119,46,2949.2
2026-03-26T00:09:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,22,7,5,5,39,40.8,False,0,0.782,0.3315,39,2268.3
2026-03-26T00:10:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,24,5,4,5,38,44.5,False,0,0.927,0.3347,38,2260.5
2026-03-26T00:11:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,29,7,3,3,42,42.8,False,0,0.822,0.3492,42,2592.5
2026-03-26T00:12:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,21,6,3,5,35,40.8,False,0,0.893,0.2475,35,2095.1
2026-03-26T00:13:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,31,4,5,5,45,43.6,False,0,0.844,0.3999,45,2643.7
2026-03-26T00:14:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,27,7,4,6,44,36.7,False,0,0.892,0.3672,44,2857.8
2026-03-26T00:15:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,23,5,4,6,38,37.9,False,0,0.809,0.328,38,2223.1
2026-03-26T00:16:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,25,5,3,4,37,41.3,True,2,0.906,0.2972,37,2268.8
2026-03-26T00:17:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,24,6,4,4,38,43.1,False,0,0.92,0.3238,38,2353.4
2026-03-26T00:18:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,24,5,3,3,35,39.5,False,0,0.86,0.283,35,2136.5
2026-03-26T00:19:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,27,5,4,3,39,37.7,False,0,0.845,0.3391,39,2355.1
2026-03-26T00:20:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,27,5,3,5,40,36.5,False,0,0.895,0.3306,40,2249.6
2026-03-26T00:21:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,24,5,4,4,37,37.0,False,0,0.859,0.3093,37,2146.0
2026-03-26T00:22:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,28,6,6,5,45,39.9,False,0,0.825,0.3815,45,2781.6
2026-03-26T00:23:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,25,4,3,4,36,44.1,False,0,0.86,0.2855,36,2104.4
2026-03-26T00:24:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,24,6,4,5,39,38.4,False,0,0.813,0.3156,39,2290.4
2026-03-26T00:25:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,22,7,3,5,37,40.2,False,0,0.936,0.3018,37,2239.8
2026-03-26T00:26:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,22,4,5,5,36,37.9,False,0,0.864,0.2766,36,2178.3
2026-03-26T00:27:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,24,6,4,4,38,44.3,False,0,0.887,0.3215,38,2163.9
2026-03-26T00:28:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,19,6,3,5,33,36.1,False,0,0.923,0.2548,33,1863.5
2026-03-26T00:29:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,22,5,4,5,36,40.9,False,0,0.91,0.2986,36,2272.4
2026-03-26T00:30:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,23,5,3,4,35,43.5,False,0,0.785,0.2771,35,2007.6
2026-03-26T00:31:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,29,5,3,5,42,43.9,False,0,0.859,0.3565,42,2535.0
2026-03-26T00:32:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,25,5,3,4,37,36.8,False,0,0.878,0.3185,37,2142.2
2026-03-26T00:33:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,25,4,4,3,36,40.5,False,0,0.789,0.3026,36,2227.6
2026-03-26T00:34:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,25,6,3,4,38,39.3,False,0,0.837,0.3018,38,2274.1
2026-03-26T00:35:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,26,5,4,6,41,38.0,False,0,0.918,0.3398,41,2464.1
2026-03-26T00:36:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,19,7,4,6,36,46.9,False,0,0.91,0.3566,36,2024.2
2026-03-26T00:37:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,19,4,3,4,30,41.9,False,0,0.862,0.2506,30,1810.2
2026-03-26T00:38:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,23,5,3,6,37,39.5,False,0,0.87,0.2891,37,2256.0
2026-03-26T00:39:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,23,5,3,4,35,42.8,False,0,0.788,0.2588,35,2028.3
2026-03-26T00:40:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,27,6,4,5,42,36.9,False,0,0.943,0.3323,42,2359.2
2026-03-26T00:41:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,21,7,4,4,36,43.7,False,0,0.905,0.3082,36,2250.4
2026-03-26T00:42:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,26,5,4,5,40,42.4,False,0,0.924,0.3397,40,2463.2
2026-03-26T00:43:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,24,3,4,4,35,37.2,False,0,0.928,0.3117,35,1990.1
2026-03-26T00:44:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,24,6,3,3,36,37.6,False,0,0.922,0.2704,36,2072.5
2026-03-26T00:45:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,18,5,2,4,29,38.8,False,0,0.841,0.2418,29,1718.2
2026-03-26T00:46:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,29,6,3,5,43,37.8,False,0,0.806,0.3081,43,2688.5
2026-03-26T00:47:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,24,5,3,6,38,36.2,False,0,0.937,0.3138,38,2321.3
2026-03-26T00:48:00+00:00,cam_007,VIP Road Airport Gate,22.6054,88.3936,21,6,3,4,34,41.3,False,0,0.868,0.2907,34,2052.7
