timestamp,camera_id,location,latitude,longitude,cars,motorcycles,buses,trucks,total_vehicles,avg_speed_kmh,incident_flag,incident_count,confidence,congestion_index,active_tracks,flow_rate_veh_hr
2026-03-26T00:00:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,14,9,3,0,26,36.2,False,0,0.841,0.1799,26,1647.5
2026-03-26T00:01:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,14,7,2,1,24,44.2,False,0,0.887,0.2173,24,1509.5
2026-03-26T00:02:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,15,8,3,1,27,38.8,False,0,0.945,0.1942,27,1635.3
2026-03-26T00:03:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,15,10,2,0,27,42.7,False,0,0.893,0.2098,27,1520.9
2026-03-26T00:04:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,14,8,2,1,25,43.5,False,0,0.865,0.1772,25,1416.3
2026-03-26T00:05:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,16,9,2,1,28,45.1,False,0,0.886,0.2682,28,1697.6
2026-03-26T00:06:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,14,9,3,0,26,44.4,False,0,0.851,0.2061,26,1484.7
2026-03-26T00:07:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,16,10,2,1,29,40.5,False,0,0.872,0.2732,29,1795.4
2026-03-26T00:08:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,12,7,2,1,22,48.4,False,0,0.818,0.1867,22,1294.4
2026-03-26T00:09:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,14,8,2,1,25,44.0,False,0,0.851,0.1679,25,1467.4
2026-03-26T00:10:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,18,10,3,0,31,39.7,False,0,0.802,0.2597,31,2011.1
2026-03-26T00:11:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,17,5,3,0,25,43.6,False,0,0.884,0.2015,25,1542.2
2026-03-26T00:12:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,15,9,3,0,27,38.9,False,0,0.906,0.2389,27,1712.4
2026-03-26T00:13:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,15,11,2,1,29,39.1,False,0,0.792,0.2513,29,1766.1
2026-03-26T00:14:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,17,8,2,1,28,40.9,False,0,0.842,0.2718,28,1709.3
2026-03-26T00:15:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,11,6,3,1,21,45.1,False,0,0.78,0.2007,21,1313.7
2026-03-26T00:16:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,15,8,2,0,25,45.1,False,0,0.921,0.2034,25,1541.3
2026-03-26T00:17:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,15,6,2,1,24,40.4,False,0,0.888,0.2013,24,1397.3
2026-03-26T00:18:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,15,8,2,1,26,43.4,False,0,0.857,0.2089,26,1592.6
2026-03-26T00:19:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,14,9,3,0,26,43.2,False,0,0.887,0.2163,26,1510.2
2026-03-26T00:20:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,11,9,3,0,23,40.6,False,0,0.857,0.2185,23,1399.1
2026-03-26T00:21:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,15,8,2,1,26,40.0,False,0,0.916,0.2171,26,1569.0
2026-03-26T00:22:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,19,7,3,1,30,34.9,False,0,0.912,0.2491,30,1890.0
2026-03-26T00:23:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,12,11,2,0,25,40.9,False,0,0.821,0.159,25,1513.3
2026-03-26T00:24:00+00:00,cam_008,Rashbehari Connector,22.5354,88.3302,11,8,3,0,22,43.4,False,0,0.859,0.1604,22,1297.0
