timestamp,camera_id,location,latitude,longitude,cars,motorcycles,buses,trucks,total_vehicles,avg_speed_kmh,incident_flag,incident_count,confidence,congestion_index,active_tracks,flow_rate_veh_hr
2026-03-26T00:00:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,18,4,4,4,30,40.1,False,0,0.835,0.2897,30,1700.2
2026-03-26T00:01:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,21,4,5,4,34,43.1,False,0,0.823,0.283,34,2165.7
2026-03-26T00:02:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,18,5,4,4,31,41.0,False,0,0.868,0.292,31,1811.1
2026-03-26T00:03:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,22,5,4,4,35,38.8,False,0,0.884,0.3003,35,2144.5
2026-03-26T00:04:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,19,4,3,3,29,40.5,False,0,0.929,0.2357,29,1704.9
2026-03-26T00:05:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,22,5,4,4,35,43.0,False,0,0.801,0.2658,35,2169.3
2026-03-26T00:06:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,21,5,4,3,33,39.7,False,0,0.939,0.293,33,1998.5
2026-03-26T00:07:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,19,4,4,4,31,38.8,False,0,0.784,0.2423,31,1860.3
2026-03-26T00:08:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,18,4,3,3,28,42.9,False,0,0.827,0.2753,28,1722.1
2026-03-26T00:09:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,22,4,4,3,33,42.8,False,0,0.816,0.2471,33,1953.4
2026-03-26T00:10:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,19,4,4,4,31,47.4,False,0,0.838,0.2495,31,1774.2
2026-03-26T00:11:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,20,4,3,4,31,37.3,False,0,0.924,0.2531,31,1783.2
2026-03-26T00:12:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,19,4,3,3,29,47.3,False,0,0.89,0.2283,29,1668.9
2026-03-26T00:13:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,21,5,4,3,33,40.9,False,0,0.8,0.2524,33,1998.3
2026-03-26T00:14:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,15,4,5,3,27,38.3,False,0,0.813,0.2241,27,1597.2
2026-03-26T00:15:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,15,4,5,4,28,39.7,False,0,0.886,0.2201,28,1619.2
2026-03-26T00:16:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,20,5,4,4,33,40.9,False,0,0.79,0.3072,33,2121.3
2026-03-26T00:17:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,18,4,6,3,31,43.9,False,0,0.84,0.2462,31,1879.1
2026-03-26T00:18:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,20,4,5,3,32,40.9,False,0,0.799,0.2363,32,1942.1
2026-03-26T00:19:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,21,5,4,4,34,39.8,False,0,0.891,0.2871,34,2074.5
2026-03-26T00:20:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,23,5,5,4,37,39.8,False,0,0.939,0.3333,37,2335.2
2026-03-26T00:21:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,19,4,3,3,29,45.1,False,0,0.815,0.2263,29,1739.9
2026-03-26T00:22:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,22,3,4,4,33,40.0,False,0,0.794,0.2674,33,2049.6
2026-03-26T00:23:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,22,4,5,3,34,39.3,False,0,0.891,0.2816,34,1965.1
2026-03-26T00:24:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,14,5,3,4,26,45.8,False,0,0.871,0.2272,26,1607.2
2026-03-26T00:25:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,19,5,2,4,30,39.3,False,0,0.888,0.2421,30,1808.3
2026-03-26T00:26:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,20,5,3,3,31,35.1,True,1,0.785,0.2385,31,1891.1
2026-03-26T00:27:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,18,4,4,3,29,39.5,False,0,0.833,0.2156,29,1699.0
2026-03-26T00:28:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,18,5,5,4,32,41.2,False,0,0.793,0.2489,32,1949.1
2026-03-26T00:29:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,17,5,6,3,31,34.3,False,0,0.797,0.2386,31,1983.8
2026-03-26T00:30:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,19,4,5,3,31,42.3,False,0,0.807,0.2882,31,1906.7
2026-03-26T00:31:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,15,4,6,4,29,38.6,False,0,0.83,0.2399,29,1713.0
2026-03-26T00:32:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,21,3,3,4,31,43.2,False,0,0.915,0.2777,31,1868.9
2026-03-26T00:33:00+00:00,cam_004,Howrah Bridge East,22.5958,88.3467,23,4,5,4,36,41.0,False,0,0.91,0.3178,36,2171.8
