timestamp,camera_id,location,latitude,longitude,cars,motorcycles,buses,trucks,total_vehicles,avg_speed_kmh,incident_flag,incident_count,confidence,congestion_index,active_tracks,flow_rate_veh_hr
2026-03-26T00:00:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,16,7,2,1,26,41.0,False,0,0.927,0.212,26,1642.1
2026-03-26T00:01:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,16,7,2,0,25,40.5,False,0,0.83,0.2132,25,1404.3
2026-03-26T00:02:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,12,8,1,0,21,46.8,False,0,0.867,0.1705,21,1237.1
2026-03-26T00:03:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,15,6,2,0,23,41.2,False,0,0.864,0.1796,23,1465.2
2026-03-26T00:04:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,16,6,2,0,24,38.0,False,0,0.912,0.2039,24,1475.4
2026-03-26T00:05:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,15,7,1,0,23,40.0,False,0,0.872,0.1825,23,1428.6
2026-03-26T00:06:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,15,7,1,1,24,45.1,False,0,0.793,0.2186,24,1399.7
2026-03-26T00:07:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,14,8,2,0,24,41.4,False,0,0.888,0.1779,24,1382.6
2026-03-26T00:08:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,14,9,2,0,25,43.0,False,0,0.864,0.2391,25,1369.0
2026-03-26T00:09:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,16,8,1,1,26,35.8,False,0,0.908,0.2123,26,1578.6
2026-03-26T00:10:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,13,7,2,1,23,40.5,False,0,0.872,0.2019,23,1347.7
2026-03-26T00:11:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,14,7,1,1,23,42.9,False,0,0.818,0.1918,23,1369.2
2026-03-26T00:12:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,14,7,1,1,23,47.8,False,0,0.945,0.1952,23,1291.7
2026-03-26T00:13:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,14,8,2,0,24,42.9,True,1,0.821,0.1993,24,1383.9
2026-03-26T00:14:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,17,8,2,0,27,45.8,False,0,0.871,0.197,27,1566.5
2026-03-26T00:15:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,13,8,1,0,22,42.5,False,0,0.846,0.1621,22,1340.8
2026-03-26T00:16:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,13,7,2,0,22,42.9,False,0,0.821,0.2095,22,1331.4
2026-03-26T00:17:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,16,6,1,1,24,42.9,False,0,0.794,0.205,24,1456.6
2026-03-26T00:18:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,15,7,2,1,25,38.3,False,0,0.82,0.2215,25,1557.9
2026-03-26T00:19:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,13,9,2,1,25,47.6,False,0,0.821,0.2034,25,1462.3
2026-03-26T00:20:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,14,8,2,1,25,41.9,False,0,0.864,0.2374,25,1531.3
2026-03-26T00:21:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,13,6,2,0,21,44.5,False,0,0.925,0.1845,21,1256.9
2026-03-26T00:22:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,13,6,1,1,21,43.0,False,0,0.898,0.1501,21,1222.9
2026-03-26T00:23:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,15,8,1,1,25,43.6,False,0,0.83,0.23,25,1552.7
2026-03-26T00:24:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,16,8,2,1,27,43.3,False,0,0.915,0.2477,27,1603.0
2026-03-26T00:25:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,16,7,1,0,24,42.2,False,0,0.88,0.2463,24,1350.4
2026-03-26T00:26:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,13,9,2,0,24,39.9,False,0,0.795,0.2136,24,1442.2
2026-03-26T00:27:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,13,10,2,0,25,42.4,False,0,0.793,0.1951,25,1542.6
2026-03-26T00:28:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,16,9,1,0,26,40.3,False,0,0.901,0.2036,26,1494.4
2026-03-26T00:29:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,17,10,2,0,29,39.9,False,0,0.8,0.267,29,1699.0
2026-03-26T00:30:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,15,8,1,0,24,32.3,False,0,0.854,0.1795,24,1518.4
2026-03-26T00:31:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,11,7,2,1,21,38.1,False,0,0.808,0.1983,21,1260.4
2026-03-26T00:32:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,15,7,2,0,24,42.3,False,0,0.889,0.2132,24,1542.4
2026-03-26T00:33:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,10,7,2,1,20,40.6,False,0,0.784,0.1625,20,1180.3
2026-03-26T00:34:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,13,9,2,0,24,44.7,False,0,0.917,0.2061,24,1400.2
2026-03-26T00:35:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,13,8,2,0,23,42.5,False,0,0.938,0.2172,23,1352.8
2026-03-26T00:36:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,14,9,2,1,26,45.7,False,0,0.932,0.2171,26,1576.9
2026-03-26T00:37:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,14,8,2,0,24,48.3,False,0,0.908,0.1799,24,1381.7
2026-03-26T00:38:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,16,8,1,0,25,42.1,False,0,0.931,0.1948,25,1458.7
2026-03-26T00:39:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,14,8,1,0,23,42.9,False,0,0.92,0.1966,23,1356.7
2026-03-26T00:40:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,13,8,1,0,22,40.1,False,0,0.875,0.1791,22,1357.7
2026-03-26T00:41:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,14,7,1,0,22,41.4,False,0,0.879,0.1898,22,1283.6
2026-03-26T00:42:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,14,8,2,0,24,42.7,False,0,0.874,0.2003,24,1441.2
2026-03-26T00:43:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,16,9,2,1,28,39.2,False,0,0.828,0.2508,28,1690.3
2026-03-26T00:44:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,19,7,1,0,27,35.3,False,0,0.793,0.2145,27,1638.5
2026-03-26T00:45:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,19,9,1,0,29,42.9,False,0,0.927,0.2153,29,1846.2
2026-03-26T00:46:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,17,7,1,1,26,41.4,False,0,0.826,0.2414,26,1560.3
2026-03-26T00:47:00+00:00,cam_001,Esplanade Junction,22.5726,88.3639,15,7,2,0,24,41.6,False,0,0.894,0.2024,24,1464.7
