timestamp,camera_id,location,latitude,longitude,cars,motorcycles,buses,trucks,total_vehicles,avg_speed_kmh,incident_flag,incident_count,confidence,congestion_index,active_tracks,flow_rate_veh_hr
2026-03-26T00:00:00+00:00,cam_003,Tollygunge Metro,22.52,88.38,7,10,3,1,21,34.4,False,0,0.922,0.1299,21,1273.5
2026-03-26T00:01:00+00:00,cam_003,Tollygunge Metro,22.52,88.38,9,10,3,1,23,46.0,False,0,0.846,0.2094,23,1386.4
2026-03-26T00:02:00+00:00,cam_003,Tollygunge Metro,22.52,88.38,11,11,4,0,26,46.9,False,0,0.838,0.2097,26,1614.7
2026-03-26T00:03:00+00:00,cam_003,Tollygunge Metro,22.52,88.38,9,12,3,1,25,44.7,False,0,0.842,0.183,25,1626.4
2026-03-26T00:04:00+00:00,cam_003,Tollygunge Metro,22.52,88.38,7,8,4,1,20,43.6,False,0,0.863,0.1603,20,1219.2
2026-03-26T00:05:00+00:00,cam_003,Tollygunge Metro,22.52,88.38,10,12,3,0,25,39.3,False,0,0.782,0.2072,25,1539.8
2026-03-26T00:06:00+00:00,cam_003,Tollygunge Metro,22.52,88.38,11,11,3,0,25,41.6,False,0,0.858,0.2099,25,1522.6
2026-03-26T00:07:00+00:00,cam_003,Tollygunge Metro,22.52,88.38,9,9,4,0,22,47.4,False,0,0.891,0.2301,22,1211.4
2026-03-26T00:08:00+00:00,cam_003,Tollygunge Metro,22.52,88.38,9,8,4,0,21,44.2,False,0,0.789,0.1641,21,1247.1
2026-03-26T00:09:00+00:00,cam_003,Tollygunge Metro,22.52,88.38,10,12,3,1,26,45.4,False,0,0.942,0.2324,26,1577.9
2026-03-26T00:10:00+00:00,cam_003,Tollygunge Metro,22.52,88.38,9,10,3,1,23,37.3,False,0,0.919,0.2159,23,1316.0
2026-03-26T00:11:00+00:00,cam_003,Tollygunge Metro,22.52,88.38,8,9,3,1,21,45.3,False,0,0.921,0.1381,21,1291.7
2026-03-26T00:12:00+00:00,cam_003,Tollygunge Metro,22.52,88.38,10,8,4,0,22,49.9,False,0,0.861,0.1673,22,1336.2
2026-03-26T00:13:00+00:00,cam_003,Tollygunge Metro,22.52,88.38,9,11,3,0,23,42.7,False,0,0.835,0.1868,23,1380.3
