timestamp,camera_id,location,latitude,longitude,cars,motorcycles,buses,trucks,total_vehicles,avg_speed_kmh,incident_flag,incident_count,confidence,congestion_index,active_tracks,flow_rate_veh_hr
2026-03-26T00:00:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,18,7,1,0,26,42.1,False,0,0.84,0.2258,26,1592.3
2026-03-26T00:01:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,18,6,2,1,27,41.8,False,0,0.942,0.2453,27,1597.1
2026-03-26T00:02:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,15,8,1,1,25,39.3,False,0,0.872,0.2177,25,1555.1
2026-03-26T00:03:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,15,5,1,0,21,46.5,False,0,0.903,0.1768,21,1288.0
2026-03-26T00:04:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,20,6,2,1,29,42.8,False,0,0.879,0.2444,29,1887.1
2026-03-26T00:05:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,14,6,2,0,22,44.5,False,0,0.911,0.1749,22,1297.6
2026-03-26T00:06:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,20,6,2,0,28,42.3,True,1,0.796,0.2534,28,1671.3
2026-03-26T00:07:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,20,8,2,1,31,44.9,False,0,0.88,0.2585,31,1898.7
2026-03-26T00:08:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,22,7,1,0,30,38.8,False,0,0.916,0.2534,30,1857.9
2026-03-26T00:09:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,16,6,1,0,23,40.2,False,0,0.846,0.1969,23,1343.3
2026-03-26T00:10:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,16,7,2,0,25,42.0,False,0,0.922,0.2191,25,1525.5
2026-03-26T00:11:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,18,7,1,0,26,42.0,False,0,0.826,0.2216,26,1519.1
2026-03-26T00:12:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,21,6,2,0,29,44.3,False,0,0.879,0.2554,29,1768.2
2026-03-26T00:13:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,19,8,2,1,30,44.1,False,0,0.825,0.2638,30,1850.2
2026-03-26T00:14:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,18,6,2,0,26,43.5,False,0,0.827,0.2403,26,1548.4
2026-03-26T00:15:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,21,6,2,0,29,40.9,False,0,0.929,0.2855,29,1801.9
2026-03-26T00:16:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,18,5,1,0,24,41.2,False,0,0.878,0.1666,24,1428.6
2026-03-26T00:17:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,21,7,1,1,30,39.9,False,0,0.92,0.2456,30,1775.9
2026-03-26T00:18:00+00:00,cam_005,Park Street Crossing,22.5553,88.3523,18,4,1,0,23,39.4,False,0,0.797,0.1922,23,1355.4
